label	sentence
1	In any case, I thought it might be useful to re-explain why our current predicament can be thought of as a global excess of desired savings — which means that fiscal deficits won't drive up interest rates unless they also expand the economy.
1	The Ryan plan sharply cuts taxes on top income, yet if you look at the last page you'll see that tax receipts are supposed to go up by almost $600 billion.
1	I don't watch financial news, but CNBC was on in the gym, so I was treated to a long ad from Ron Paul, who wants you to buy his video explaining the coming crisis brought on by loose money.
1	Maybe full employment really is 5.3 percent unemployment, and by the time that's clear the inflation rate will have ticked up a bit above the Fed's target.
1	It's more or less standard international macro that with high capital mobility and floating exchange rates, demand shocks in any one country or region will be “shared” with other countries.
1	If Greece were to adhere totally to the previous terms, over the next five years it would make resource transfers of about 20 percent of one year's GDP.
1	The Fed can print money, if you increase the supply of something its price will fall, end of story.
1	But here's the thing: the estimates appear to be very close to what I've been getting.
1	The thing is that even if that would have worked (which it probably wouldn't), it was inevitable that others would go the whole way and call for laissez-faire all the way, including monetary policy.
1	After the Super Tuesday primaries, Donald Trump will have the most pledged delegates.
1	But the debt won't be paid off all at once — and there's no reason to expect the family to cut its spending right now by $100,000.
1	Instead, it will all be about handling bank panic, managing the transition to a new currency, and possibly removing structural obstacles to increased exports (which would very much include tourism).
1	There's every reason to think that the same thing will happen this time.
1	Suppose that the economy is sufficiently depressed that with expected inflation at 3 percent, actual inflation comes out only 1; expectations will actually eventually catch up, so that if the economy remains depressed we'd expect inflation to go to -1; but if the economy remains depressed even longer, we'd expect inflation to go to -3, then -5, and so on.
1	But it will also cut imports, which other things equal is expansionary.
1	But Matt's main point is that there are very good reasons why changing relative currency values is a lot easier than changing the whole structure of nominal wages and prices: Depreciation makes vacations in Spain cheap, it makes Spanish exports cheap, and it makes it attractive for rich foreigners to actually go buy up excess Spanish housing stock to use as vacation homes and such.
1	It will, however, depress employment even further and inflict a lot of direct suffering too through cuts in social programs.
1	First, he argues that we should not only expect but want government to be substantially bigger in the future than it was in the past.
1	And a rightward shift of the IS curve won't raise rates unless it's big enough to push us to full employment, which doesn't seem likely.
1	And you might therefore argue that we can avoid secular stagnation by letting low interest rates lead to a debased dollar (hi, Congressman Ryan!
1	Now notice that this family is very much like the representative household in a Ricardian equivalence economy, reacting to a deficit financed infrastructure project like Lucas's bridge; in this case the household really does know that today's spending will reduce its future disposable income.
1	And this will lead to inflation.
1	Beyond the politics, the Sanders “plan” isn't just lacking in detail; as Ezra Klein notes, it both promises more comprehensive coverage than Medicare or for that matter single-payer systems in other countries, and assumes huge cost savings that are at best unlikely given that kind of generosity.
1	Basically, the ECB pooh-poohs any notion that austerity would have major negative effects on the economy, suggests that it's quite likely that the confidence fairy will make everything OK, and specifically says that Determined action on the part of governments to undertake fiscal and structural reforms is necessary to preserve stability and cohesion in the euro area.
1	Actually, I know what will happen on the Republican side: someone horrifying will come in first, and someone horrifying will come in second.
1	If a company is thinking about equipping its employees with smartphones that will be antiques in three years, the interest rate isn't going to have much bearing on its decision; and a lot of business investment is like that, if not quite that extreme.
1	The central bank may (or may not, as seems to be true in Russia right now) be able to limit the currency plunge by raising interest rates (now above 13 percent on Russian 10-years), but only at the cost of deepening the recession.
1	After the first decade After the first decade, Medicare is gradually transformed into a voucher scheme, with the value of the vouchers lagging well behind projected health care costs.
1	They have the plan raising GDP by 3.7 percent, but that's at peak; I thought 2.5 percent or so average over 2 years, again not much difference.
1	His proposed 35 percent tariff-like penalties would instigate a trade war and that would raise prices for consumers, kill our export jobs and lead entrepreneurs and businesses of all stripes to flee America.
1	And here's what the Volcker disinflation actually looked like: A temporary but huge surge in unemployment, with inflation coming down to a sustained lower level.
1	This will cut exports, which other things equal depresses the economy.
1	It would surely be ugly in Greece, at least at first.
1	You might think that it's a fundamental insight that doubling the money supply will eventually double the price level, but what the models actually say is that doubling the current money supply and all future money supplies will double prices.
1	Second is downward nominal rigidity, which isn't quite as binding a constraint, but does lead the Phillips curve to be non-vertical in the face of very low inflation; as an IMF study of persistent large output gaps found, even years of a deeply depressed economy tend to produce at most slow, grinding deflation, and more usually slight positive inflation, not the ever-accelerating deflation the standard model would have predicted.
1	But they go on to say that the real lower bound comes from the fact that bank deposits are more useful than currency in a safe, because you can write checks and all that.
1	That was Keynes's whole point in The Economic Consequences of Mr. Churchill — not that the return to gold at too high a parity would mean depression forever, but that it would subject Britain to years of unnecessary suffering.
1	The dollar is rising a lot, which suggests that markets regard the relative rise in US demand as a fairly long-term phenomenon – which in turn should mean that a lot of the rise in US demand ends up benefiting other countries.
1	So this might suggest that it would take 5 years of austerity just to get the debt ratio back to where it would have been in the absence of austerity.
1	On the contrary, by dumping dollars China would be doing us a favor.
1	In monetary policy, two zeroes — the hard zero on interest rates and the soft zero on wage changes — can, all too easily, give central bankers a de facto license to let the economy stagnate, remaining far below potential for an indefinite length of time.
1	But, you say, wouldn't China selling our bonds send interest rates up and depress the U.S. economy?
1	But – you probably guessed where I'm going – what if even a zero rate isn't low enough; that is, low enough to induce enough dissaving on the part of the Janets to match the savings of the Sams?
1	In effect, European bond markets are flashing a secular stagnation warning.
1	Romer's notes still imply that a protracted liquidity trap should lead to accelerating deflation, which doesn't seem to happen; I think most of us have turned to downward nominal wage rigidity as an explanation.
1	Cardiff Garcia excerpts a passage in which he explains why we should care about the concentration of wealth at the top: [T]here is a danger that the rapid growth of top incomes can become self-reinforcing through the political access that money can bring.
1	Finally, there's the confidence fairy: demand-side economics is valid, but business hates big government so much that any attempt to use fiscal policy will backfire.
1	But it would be a big mistake to count on monetary policy alone.
1	That's a big subject, but one thing is for sure: given the pressures from abroad, and the worrying strength of the dollar, the Federal Reserve really, really needs to hold off on raising interest rates.
1	The point, however, is that it may take a long time — and there's massive pain along the way.
1	And I'm sure that they'll keep on believing that, for years to come.
1	Unemployment would fall by around 10 percentage points relative to no relief.
1	Would Keynesians have been willing to change their views drastically if the experience of the global financial crisis had warranted such a change?
1	With Greece running a primary surplus, all new loans — and then some — are going to pay principal and interest on old loans, with less than nothing going to the Greeks.
1	But that would not be a large cost, whereas sliding back into the liquidity trap would be very, very costly.
1	And this will be destructive; not only will output be below potential, but depressed incomes and deflation will make it harder for the Sams to pay down their debt.
1	I think those arguments are wrong — but in any case they have nothing to do with the notion that current rates are somehow artificial, that we should let rates be determined by “supply and demand”.
1	Matt O'Brien catches a piece by Dick Morris a few years ago predicting that Obama's legacy would be stagflation.
1	Suppose that the multiplier is 1.3 — which is what IMF estimates seem to suggest — and that Greece can collect 40 percent of a rise in GDP in revenue (roughly matching its average revenue/GDP).
1	But that would be good for America!
1	Don't say there's nothing there: a propaganda machine that could turn John Kerry into a coward can turn a nice guy from Brooklyn into a monstrously flawed specimen of humanity in no time at all.
1	If the government introduces a new program that will spend $100 billion a year forever, then taxes must ultimately go up by the present-value equivalent of $100 billion forever.
1	Yes, that will in a way be rewarding their past excesses – but economics is not a morality play.
1	As Romer points out in his notes, this can be reinterpreted as an open-economy model if we let capital flows be influenced by the exchange rate (most international econ types tend to think in terms of stocks rather than flows, but it doesn't really matter here), so that a lower interest rate leads to currency depreciation.
1	What the economic logic says, however, is that if that's really true, the dollar will just keep heading higher until the drag gets less moderate.
1	And if we're facing a Japanese-type lost decade, which seems all too possible, long rates are in fact still unreasonably high.
1	So you would expect GDP growth to pick up, other things equal, if there is a slowdown in the pace of tightening even if austerity isn't actually reversed.
1	Sanders is still a long shot for the nomination, but is a serious enough contender that he deserves some real scrutiny.
1	But it's an interest group that has a lot of clout among central bankers, because these are people they see every day — and in many cases are people they will become once they go through the revolving door.
1	Meanwhile, I think that Trump would be a very weak general election candidate — the conditions that have let him flourish in the GOP are really unique to that party.
1	But this isn't right if the weakness in European demand is perceived as temporary (where that could mean a number of years).
1	The proximate cause is obvious: policy interest rates are very low, and expected to remain low, so money is pouring into alternative assets, driving their yields down too.
1	In his stop-Trump speech last week he warned that if The Donald became president America would “sink into prolonged recession.”
1	If the negative impact of these cuts is fairly large — which all the evidence coming in suggests is the case under current liquidity-trap conditions — and if the country starts from a fairly high level of debt — as the austerity countries do — something alarming is likely to happen.
1	You made predictions that Very Serious People scoffed at — that as long as we were at the zero lower bound massive increases in the monetary base wouldn't be inflationary, that budget deficits would not drive up interest rates — and also predicted large multipliers from fiscal policy, in particular nasty consequences of austerity.
1	And it suggests that a 1 point rise in the primary surplus, which requires austerity that causes a 3-point fall in real GDP, will reduce inflation by about 0.7 percentage points (3*0.23).
1	I think if you were going to name the two current econoheroes of U.S. liberals they would probably be Joe Stiglitz and yours truly.
1	First, his reaction to the fact that even in 2010 it was obvious that markets weren't performing according to his predictions: This is regrettable, because it is fostering a sense of complacency that can have dire consequences… My analysis can't be wrong, the markets are just misbehaving!
1	It does NOT crowd out private spending, at least not until the excess supply of savings has been sopped up, which is the same thing as saying not until the economy has escaped from the liquidity trap.
1	One answer is inflation, if you can get it, which will do two things: it will make it possible to have a negative real interest rate, and it will in itself erode the debt of the Sams.
1	And TPM documents the latest example: President Obama would have this election in the bag, according to a number of leading columnists, if only he would act more like President Obama.
1	And the only way that could happen was for the currency to depreciate past its long-run value – to overshoot – so that it could be expected to appreciate back to that value over time.
1	But the family has also taken on debt, and will presumably spend less because it knows that it has to pay off that debt.
1	What this in turn implies is that even if you downplay domestic U.S. weakness and focus on the export of capital from other countries, especially Germany, there's no good reason to believe that this new version of the global savings glut will end any time soon.
1	In case #1, everyone sees the relative strength of US spending as temporary – either they see it as a one-time blip that will go away, or they expect the rest of the world to exhibit a similar surge in demand in the not-too-distant future.
1	As I've written before, I just don't see how this is supposed to happen in a country with its own currency that doesn't have a lot of foreign currency debt – especially if the country is currently in a liquidity trap, with monetary policy constrained by the zero lower bound on interest rates.
1	Yet even if the plan gets the hoped-for 80 votes in the Senate, which seems doubtful, responsibility for the plan's perceived failure, if it's spun that way, will be placed on Democrats.
1	Ideals aside, the consequences of playing hardball with Greece over its banks could very easily be immense.
1	But it will also cut imports, which other things equal is expansionary.
1	(And Ricardian equivalence, for what it's worth, says that it would have no effect even if you could do it — households would know that future taxes will have to rise to pay for today's gift, and save all of it.)
1	No wonder, then, that the whole austerity enterprise is spiraling into disaster.
1	Bernie Sanders Will Make the Economy Great Again
1	In his “Comments on the critics” (of his Monetary Framework) Friedman described the “London School (really Austrian) view” that the depression was an inevitable result of the prior boom, that it was deepened by the attempts to prevent prices and wages from falling and firms from going bankrupt, that the monetary authorities had brought on the depression by inflationary policies before the crash and had prolonged it by “easy money” policies thereafter; that the only sound policy was to let the depression run its course, bring down money costs, and eliminate weak and unsound firms.
1	That is, they believed that reforms could create enough flexibility to mainly neutralize Milton Friedman's warning that in the face of negative shocks, countries with fixed exchange rates would suffer large costs: If the external changes are deep-seated and persistent, the unemployment produces steady downward pressure on prices and wages, and the adjustment will not have been completed until the deflation has run its sorry course.
1	Grexit — the often speculated about, never so far materializing Greek exit from the euro — becomes a very real possibility if European creditors try to exert leverage by taking away the safety net for Greek banks.
1	But nobody has ever accused bankers of being especially clear about macroeconomics, and in any case what matters for today's bank executives is not the long run but the next few years, during which they either will or won't be getting big bonuses; in the long run they are all full-time golfers.
1	I'm very worried that the Fed may be gearing up to raise rates too soon; he's sanguine, considering the risk of a Japan-type trap in the US minimal and the case for a rate hike this year solid.
1	So you have spectacles like John Kerry and Barack Obama declaring that one big risk from rejecting an Iran deal (which I very much support) would be a threat to the role of the dollar.
1	Now, you could and should be worried if this thing looked like a great bubble — if long-term rates looked unreasonably low given the fundamentals.
1	Unemployment would fall by around 10 percentage points relative to no relief.
1	Advocates knew that, to withstand the rigours of a fixed-exchange system that resembles nothing so much as the gold standard, countries would have to adjust to economic shocks through shifts in wages and prices — a course, they believed, that the euro's members would be forced to take.
1	Another good employment report — and another triumph for future Republican policies (hahahahaha) — and there will be many voices calling on the Fed to accelerate its tightening.
1	It might do that, or fiscal policy might be forced into action, if the economy really were suffering from accelerating deflation; but instead all you see is low inflation, which might even lead some central bankers to declare that they were doing their job just fine.
1	But even a partial move in the direction I've described could have quite significant positive effects on Greek welfare.
1	Estimating the rate of mean-reversion is tricky, but we can more or less sidestep this by looking at long-term expectations: after a decade, we can expect the bulk of any deviation from the norm to be eliminated.
1	Not to keep you in suspense, here's the punchline: the US economy reaps the bulk of the gains from rising demand relative to other countries if and only if that relative rise is perceived by markets as temporary.
1	But there's a substantive difference in views, in which Bernanke correctly, I'd argue, criticizes Summers for insufficient attention to international capital flows – but then argues that once you do allow for international capital movement it obviates many of the secular stagnation concerns, which I believe is wrong.
1	Again, I say this as someone who favors single-payer — but it's just not going to happen anytime soon.
1	Shaving an extra couple of points off the structural deficit will make very little difference to long-run solvency, nor will it do much to accelerate the pace of internal devaluation.
1	Actually, that's unlikely — I see no prospect that Japan will put off the tax hike forever.
1	For in that case the weakness of the euro will also be seen as temporary: the further it falls, the faster investors will expect it to rise back to a “normal” level in the future.
1	And even if Chinese sales somehow put a squeeze on longer maturities, the Fed could just engage in more quantitative easing and buy those bonds up.
1	Kudos, by the way, to the administration-in-waiting for providing this — it will be a joy to argue policy with an administration that provides comprehensible, honest reports, not case studies in how to lie with statistics.
1	The essence of the Greek situation is that the actual parameters of a short-run deal are clear and unavoidable: Greece can't run a primary budget deficit, because nobody will lend it new money, and it won't (and basically can't) run a large primary surplus, because you can't squeeze even more blood from that stone.
1	This meant that we needed more domestic demand, other things equal, to achieve full employment — and arguably that we needed a series of bubbles and rising leverage, which are no longer forthcoming.
1	I would say that if it's right, it's far from clear that the recovery will prove self-sustaining.
1	The question is whether, at the zero bound, the Fed has the ability to increase aggregate demand — full stop.
1	And this expected appreciation back toward normality will equalize expected returns after a decline in the euro that is well short of being enough to raise the natural rate of interest all the way to its level abroad.
1	A relaxation of austerity would run this process in reverse; the extra spending would mean a stronger economy, which means more revenue, which means that the primary surplus wouldn't fall as much.
1	“I suspect that we are coming to the end of this downtrend, as applications for new mortgages, the most important series, have flattened out ..
1	Then again, we might be talking about President Trump.
1	OK, this is not going to happen — even in the best of circumstances, Syriza is going to be able to get a relaxation of the primary surplus requirement, not complete abrogation.
1	Looser monetary policy could help achieve these things, but bear in mind that the ECB, like the Fed, is basically up against the zero lower bound.
1	If it's seen as permanent – if, say, investors see strong US demand but Europe stuck in secular stagnation – we should expect a strong dollar to undo a lot of the gains.
1	The question is how much Greece will transfer to its creditors by running primary surpluses — and yes, at this point that's the question, there's no possibility that the creditors will transfer more resources to Greece.
1	Large budget deficits, which shift GG, won't raise rates.
1	That's actually why I was predicting a sluggish recovery well in advance, and in fact well before the Reinhart-Rogoff aftermath paper came out.
1	But here's the thing: the inflation-adjusted Phillips curve predicts not just deflation, but accelerating deflation in the face of a really prolonged economic slump.
1	For “most of what would be effective in remedying a depression would be equally effective in preventing this adjustment.” And Hayek found it …still more difficult to see what lasting good effects can come from credit expansion.
1	Niall Ferguson “explaining” that fiscal expansion will actually be contractionary, because it will drive up interest rates.
1	You might think not: as long as there are positive-return investments abroad, capital will flow out.
1	And not incidentally, you might think that the debacle in Kansas would finally kill any notion that conservatives know the secrets of rapid growth.
1	Its annual mortgage payment will be something like $6,000, so maybe you would expect a fall in spending by $6000; that offsets only a small fraction of the debt-financed purchase.
1	Ricardian equivalence says that what determines consumption is the lifetime present value of after-tax income, and hence that, say, a temporary tax cut won't stimulate spending, because people will figure that whatever they gain now will be offset by higher taxes later.
1	and Trump are proposing cuts that would do more fiscal damage than anything W enacted, with the following estimates of the 10-year increase in debt as a percentage of GDP: W: 18.2 Jeb: 28.2 Trump: 39.2 To get a picture of distribution, here's the change in after-tax income for the middle quintile, the top 1 percent, and the top 0.1 percent: So the current crop of candidates, even the supposedly moderate ones, are proposing to blow a bigger hole in the budget than W ever did, and use the extra debt to do even more to increase inequality.
1	A better model might be Europe's Single Market Act, which the European Commission now estimates added 1.8 percent to real incomes; but Eichengreen and Boltho suggest that about half of that reflects policy changes that would have happened anyway.
1	Second, it offers a reason — above and beyond concerns about the zero lower bound — to target a significantly positive inflation rate: at low inflation, more prices and wages will “want” to fall, but be blocked by downward rigidity; so even in the long run, the Phillips curve isn't vertical at low inflation, and you can get permanently lower unemployment by accepting, say, 4 percent inflation rather than insisting on stable prices.
1	On the contrary, they were feeling pretty smug: disinflation had played out exactly the way the models in their textbooks said it should.
1	What this tells us is that inflation tends to be self-perpetuating, unless there's a big excess of either supply or demand.
1	That credibility could be meaningfully undermined if we were to take actions that were unlikely to yield clear and significant benefits.
1	A good sample is this piece from Morgan Stanley, according to which “Our US economics team expects bond yields to rise to 5.5% by the end of 2010 – an increase of 220bp that outstrips the 137bp increase in the fed funds rate expected over the same horizon.” Btw: what?
1	Second is downward nominal rigidity, which isn't quite as binding a constraint, but does lead the Phillips curve to be non-vertical in the face of very low inflation; as an IMF study of persistent large output gaps found, even years of a deeply depressed economy tend to produce at most slow, grinding deflation, and more usually slight positive inflation, not the ever-accelerating deflation the standard model would have predicted.
1	What's the problem?” And the slump will just go on.
1	And the Fed can move the interest rate by changing the money supply: increase the supply of money and the interest rate must fall to induce people to hold a larger quantity.
1	But Singer will get very angry if you make fun of him; in fact, he denounces reporting that points out how wrong he and others have been as the “Krugmanization” of the media, a term I'll adopt with pride.
1	The idea is that relative purchasing power parity more or less holds in the long run, so you can assume that Japanese inflation equals US inflation plus change in the exchange rate.
1	The gains from falling prices exceed the losses, and if the marginal propensity to spend is similar that should tell the tale for aggregate demand.
1	Roughly, the natural rate of interest is the rate that would lead to stable inflation at more or less full employment.
1	One answer is inflation, if you can get it, which will do two things: it will make it possible to have a negative real interest rate, and it will in itself erode the debt of the Sams.
1	After all, suppose investors conclude that Japan will never raise taxes enough to service its debt.
1	I don't think they're right; but even if they are, I'm not clear what they believe would happen next.
1	Ezra Klein directs us to the latest from the Kaiser Family Foundation, which asks what the average Obamacare 2015 premium increase will be for those places for which we have full information — and finds that premiums will actually decline slightly.
1	But suppose that the increase in government spending is temporary, not permanent — that it will increase spending by $100 billion per year for only 1 or 2 years, not forever.
1	However, changes in spending, positive or negative – e.g., harsh austerity — will have an unusually large effect on output, because they can't be offset by changes in interest rates.
1	In the modern world, we often take a shortcut and just assume that the central bank adjusts the money supply so as to achieve a target interest rate, in effect choosing a point on the IS curve.
1	Or to turn this around, to achieve the extra three points of surplus the troika is demanding, Greece would actually have to find more than 6 points of GDP in spending cuts or tax hikes.
1	Morgan Stanley, September 2006: The pessimists argue that the bursting of a putative housing bubble means that prices could decline significantly.
1	In particular, once expectations of, say, persistent 10 percent inflation have become “embedded” in the economy, it will take a major period of slack — years of high unemployment — to get that rate down.
1	“Inexperienced traders will have to tackle markets without the central bank's artificially low interest rates …” [my emphasis].
1	The whole single currency project was flawed from the start, and will keep generating new crises even if Europe somehow gets through this one.
1	But of course they never will.
1	But suppose that the increase in government spending is temporary, not permanent — that it will increase spending by $100 billion per year for only 1 or 2 years, not forever.
1	The longer high unemployment drags on, the greater the odds that crazy people will win big in the midterm elections — dooming us to economic policy failure on a truly grand scale.
1	In fact, they're ducking the truly hard issues — because let's face it, stimulus and austerity, QE or not, are politically charged issues where taking any kind of stand will get you attacked.
1	Surely the same people, if you had asked them a few years ago about what would happen if the Fed tried to suppress interest rates by massively expanding its balance sheet, would have predicted runaway inflation.
1	First of all, it explains how sustained gradual deflation can persist.
1	But anyway, suppose the economy is depressed; this will lead to steadily falling inflation, which will lead the central bank to keep cutting interest rates (and because the inflation coefficient in Taylor rules is always bigger than one, this means cutting real rates); and eventually the interest rate will fall enough to restore full employment.
1	OK, then: either the euro must go or something must be done to make it work, because what we're seeing (and the Portuguese are experiencing) is unacceptable.
1	It now appears that as of today European leaders have boldly agreed to … announce something or other later in the week.
1	Many never learned simple macro models – if it doesn't involve microfoundations and rational expectations, preferably with difficult math, it must be nonsense.
1	Must it rise back to its original level?
1	It can raise the interest rate on reserves; it can sell securities.
1	Obviously none of this would work if I hadn't at some level made the decision that I needed to fight this aging thing.
1	Now we have plunging commodity prices and a flood of money out of emerging markets; clearly, this shows that the Fed must do the right thing, and raise rates.
1	You can try as hard as you like to tell such people that monetary policy is mainly a technical problem, that the Fed isn't giving money away, and that predictions of runaway inflation have been utterly wrong; it will make no difference.
1	In some ways, they may have gotten even worse.
1	And so I don't expect rates to spike when QE2 ends unless there's good economic news that gives us a reason to believe that the zero-rate policy on short-term rates will end sooner than expected.
1	In monetary policy, two zeroes — the hard zero on interest rates and the soft zero on wage changes — can, all too easily, give central bankers a de facto license to let the economy stagnate, remaining far below potential for an indefinite length of time.
1	Sustained high unemployment would keep wages and core inflation low, and quite likely push us toward Japan-style deflation.
1	I wrote about this way back: the usual suspects seized on the Census bulge in employment as evidence of a big-government surge; and because nobody in that business ever admits having been wrong, this became a “fact” that people like Rand Paul believe.
1	The problem is that taking on that commitment could very quickly push France into non-AAA status, collapsing the whole thing.
