label	sentence
2	"The most likely avenue by which a hard landing would be reached is a bad-debt crisis in the banking sector, arising from loss-making state-owned property firms. Such a crisis could cause investment to contract sharply, possibly even resulting in a recession."
2	"We think that the government will be forced to accept a lower level of growth from around 2018, and will then focus on a sustainability agenda aimed at lowering levels of debt and boosting productivity."
2	The government's targeted real GDP growth range of 6.5–7% ought to prove achievable in 2016.
2	"Any worsening of the row could seriously undermine intra-regional economic ties, and potentially interrupt global trade flows and simultaneously depress global economic sentiment more broadly."
2	A 6.5% average growth rate without creating a bubble is eminently achievable if China makes its economy more efficient.
2	"But the 13th Five-Year Plan offers few bold steps on these fronts, so achieving 6.5% growth will probably require further expanding investment and debt."
2	"Given the higher lending rate and record credit, Nomura estimates that interest expenses carried by Chinese companies, households and local governments could rise this year to 7.7 trillion yuan."
2	"Unlike the credit binge that saved China from sinking during the global financial crisis, the world's second largest economy this time seems to be relatively impervious to such shots of liquidity."
2	"The article reckoned that Chinese economy is unlikely to see a 'V-shaped' rebound, but is likely to enter an 'L-shaped' trajectory for the coming years. It also warned that a debt-fueled recovery could delay much-needed structural reforms to reduce excess capacity in many industries."
2	Hong Kong looks headed for recession.
2	Once-vibrant Hong Kong is teetering on the brink of recession.
2	"The worst is yet to come in Hong Kong, say several economists, as key parts of the economy remain weak."
2	Interest rates and the supply of homes are set to rise.
2	"Looking forward, stabilization in mainland China, faster growth in the U.S., and the Hong Kong government's increased public spending should provide some relief, said HSBC economist Julia Wang."
2	"The Hong Kong government is keeping its forecast for 1-2% growth in 2016, down from 2.4% growth in 2015."
2	Capital Economics forecasts 1% growth
2	Nomura has slashed its forecast for 2016 growth to 0.8%
2	Daiwa has lowered its growth prediction to a mere 0.4% for this year.
2	"Ms. Wang of UBS revised her year-end forecast for the yuan to between 6.6 yuan per dollar and 6.7 yuan a dollar, from her previous projection of 6.8 to the dollar."
2	But a chain of defaults could lead to a pullback in lending that could crimp China's economic output.
2	"Second, without meaningful structural reform in the Chinese economy and financial sector, what's been going on in the past few years will eventually lead to a bubble. A bubble and subsequent bust are not a matter of whether, but when. "
2	"So no, I don't think it's inevitable, as long as China engages in active reform."
2	"However, if policy makers decide to sacrifice long-term growth to solve short-term problems, we'll be facing even greater problems."
2	China is now entering the phase where economic growth has to come mainly from squeezing efficiency out of the assets you've already installed. That is always a tough transition and we should expect it to be rocky.  
2	"Congress must act to fully lift the trade and travel embargoes, which they are almost certain not to do before Mr. Obama leaves office."
2	"In time, the Obama administration policies on Cuba might make China less attractive as an investor in Latin America…."
2	"If the trade embargo is lifted anytime soon, however, Cuba is unlikely to be ready."
2	"By then the embargo may well be gone. For the past half-century, Cuba's leaders have used the American siege of their island to justify one-party rule and a police state. That will no longer wash."
2	"In the meantime, gradualism will remain the guiding principle, which means the distortions will persist. Expect many day zeroes. "
2	"The Democratic candidates pay less attention to Latin America, but they, too, might damage Mr. Obama's legacy…. As Mr. Obama's former secretary of state, she is the candidate likeliest to continue what he started. But Mr. Obama's trip to Havana may be the last big American overture to its neighbours for some time."
2	One Is the weakening grip on power of Venezuela's hard-left government: the withdrawal of its subsidised oil could cut 8% from Cuba's GDP over four years.
2	"Although momentum of the recovery weakend in April from March, we still expect sequential growth in the second and third quarters to be stronger than in the first quarter."
2	Their rulers must change or risk being cast aside. The old tools of power are weaker: oil will remain cheap for a long time and secret policemen cannot stop dissent in a networked world.
2	"A new bankruptcy law, by bringing down the time needed to foreclose on loans, ought to encourage investors to buy NPLS from banks."
2	A trade pact between the blocks would make shopping cheaper for 750m consumers.
2	"If the talks propser, the biggest benefit for Mecrosur could be the reviving of its original mission of boosting trade and investment."
2	"The impeachment of Dilma Rousseff, Brazil's president, would bring to power people who are more open to trade talks with Europe and the United States, and who are 'very critical of the south-south strategy',"
2	"Sooner or later, Mr. Ryan is likely to follow suit."
2	"…said Monday he could 'easily' see the U.S. central bank raising rates two to three times this year, possibly as soon as June."
2	The Bank's latest published forecast is that average weekly earnings will increase by 3.75% this year.
2	"It will undertake never to use force in territorial disputes with ASEAN neighbours over the South China Sea, under which oil and gas lie."
2	this could be the year that Israel launches a surprise attack on Iran's nuclear facilities.
2	"In the worst case, it could trigger a regional arms race, as China beefs up its guns and bombs in response."
2	An Iraq-style attack on North Korea is also unlikely.
2	Pakistan may hold peace talks with India over the Kashmir dispute. 
2	"A referendum on a constitution should, with luck, occur in 2004."
2	"The ailing King Fahd is not expected to see out 2004, though people have been predicting his demise for years."
2	"The chances are that Mr Mugabe will be gone, or sidelined, by the end of the year."
2	"[Comoros] and Burundi, where the Tutsi-dominated army has yet to allow a Hutu head of state to serve a full term in office, are at risk of coups in 2004."
2	"Comoros and [Burundi], where the Tutsi-dominated army has yet to allow a Hutu head of state to serve a full term in office, are at risk of coups in 2004."
2	"its chief territorial dispute—with itself, over Taiwan—will remain on hold."
2	"Indian cities will be scarred by acts of terrorism blamed on Muslim extremists and, behind them, Pakistan's intelligence services. "
2	The impasse between Israel and the Palestinians will grow even more violent if the superpower does not become more deeply engaged in efforts to revive diplomacy.
2	The coming year might even see China broker a solution to the nuclear crisis on the Korean peninsula.
2	"The Philippines, too, will suffer more bombings, kidnappings and fighting in the southern provinces in 2004. "
2	"An insurgency of neo-Taliban—a grouping of former Taliban commanders, al-Qaeda stragglers, tribal malcontents and drug traffickers—will continue to blow up mountain passes, raise the flag over isolated villages, and murder Afghan and foreign aid workers in cold blood."
2	"[The] timetable to establish a viable Palestinian state by 2005 will almost certainly be put to one side, and the fearful cycle of repression and violence between the two warring sides will continue."
2	"the Israelis will keep building a giant wall of separation roughly between Israel proper and the occupied territory of the West Bank in order, they hope, to keep Palestinian terrorists out of Israel."
2	"Despite the wall, the bombs in buses and café's will go on."
2	"There will be periodic unrest, as there has been since 1999, but it will be localised and small-scale."
2	"Regime collapse, in other words, becomes possible."
2	"There is a strong possibility that the opposition Kuomintang, which favours better ties with China, will win and resume the domination of the island which it enjoyed for more than 50 years until the victory of the Democratic Progressive Party's Chen Shui-bian in 2000."
2	Egypt will continue to stagnate under the rule of the ageing Hosni Mubarak
2	"Amid the depressing politics and mixed economics, it is unlikely that Mr Khatami will make good on his repeated threat to resign in the face of conservative obstructionism. "
2	"President Bakili Muluzi will step down in December, reluctantly accepting defeat in his attempt to secure an unconstitutional third term."
2	"If Guinea's ailing President Lansana Conté dies, there may be a coup there."
2	[see last PredSent] But 2005 might very well be the year in which the divided response of the world convinces them that they can do so and get away with it—thus sparking a nuclear-arms race to add to the conventional one in the Middle East.
2	"This policy of “malign neglect” is also an admission of impotence, which Mr Kim will now attempt to exploit—for instance, by agreeing to return to talks about dismantling its nuclear capability."
2	"If diplomacy fails, do not rule out the possibility of Israel striking at several of the sites—such as Bushehr in southern Iran."
2	"Iraq's own general election ... is pencilled in for January. Given the ferocity of the insurgency, it would be no surprise if the time-table slipped."
2	The looming elections make it even less likely that the Communists will topple the government.
2	More bombs will no doubt go off in 2005.
2	"What to expect in 2005? The best guess is that [Angola], Sierra Leone and Liberia will remain peaceful, and an uneasy stalemate will hold in Côte d'Ivoire."
2	"What to expect in 2005? The best guess is that Angola, [Sierra Leone] and Liberia will remain peaceful, and an uneasy stalemate will hold in Côte d'Ivoire."
2	"What to expect in 2005? The best guess is that Angola, Sierra Leone and [Liberia] will remain peaceful, and an uneasy stalemate will hold in Côte d'Ivoire."
2	"With 9/11-style strikes harder to organise, the style of attempted attacks will move in the direction of co-ordinated smaller incidents for maximum impact, always with an accent on novelty of technique. "
2	"The mullahs who run Iran are a cautious and patient lot: they might not announce in 2005 that Iran intends to, or has, become a nuclear-armed power. But 2005 might very well be the year in which the divided response of the world convinces them that they can do so and get away with it—thus sparking a nuclear-arms race to add to the conventional one in the Middle East."
2	"By mid-autumn, under Ariel Sharon's disengagement schedule, the last Israeli soldier will have withdrawn from the Gaza strip and from the northern tip of the West Bank."
2	"The last Israeli settlers will have left too, voluntarily or dragged out by the army, two weeks earlier."
2	"What to expect in 2005? The best guess is that Angola, Sierra Leone and Liberia will remain peaceful, and an uneasy stalemate will hold in [Côte d'Ivoire]."
2	"Despite forecasts to the contrary, Zimbabwe will not collapse into civil war, since only one side (the government) is armed. "
2	Predictions that Nigeria's ethnic violence could lead to civil war seem wildly implausible
2	The possibility of a third Palestinian intifada cannot be ruled out in what is going to be a hard year for America in the Middle East.
2	In 2006 political turmoil will continue to blight prospects in [Côte d'Ivoire] (where fighting could resume if elections fail to take place at some point in the year) and Zimbabwe (where Robert Mugabe shows no sign of stepping down).
2	In 2006 political turmoil will continue to blight prospects in Côte d'Ivoire (where fighting could resume if elections fail to take place at some point in the year) and [Zimbabwe] (where Robert Mugabe shows no sign of stepping down).
2	"polls—including those planned in [Chad], Comoros, the Democratic Republic of Congo and Gambia—could be accompanied by violence."
2	"polls—including those planned in Chad, [Comoros], the Democratic Republic of Congo and Gambia—could be accompanied by violence."
2	"polls—including those planned in Chad, Comoros, the Democratic Republic of Congo and [Gambia]—could be accompanied by violence."
2	"handing over responsibility to army units that have been recruited, as some have, from Kurdish or Shia militias may have the paradoxical result of sharpening Sunni violence."
2	"Military retaliation is out of the question: America cannot risk provoking the North to unleash its huge conventional forces against South Korea; besides, it does not even know where all of Mr Kim's underground nuclear facilities are."
2	it is still reasonable to predict another Taiwan Straits crisis in the coming 18 months
2	"It [China] will continue to engage in desultory talks with representatives of the Dalai Lama, Tibet's exiled spiritual leader."
2	"Protest strikes (hartals) and street violence, coupled with the long-standing antagonism between the two main parties, will create conditions for instability."
2	"In January the Palestinians will vote for a new parliament. For the first time, the Islamic Resistance Front, better known as Hamas, will probably take part, despite Israeli misgivings."
2	"More of them will turn against the extreme end of the insurgency, where the likes of Abu Musab al-Zarqawi, who claims to be al-Qaeda's local representative and who detests the apparently godless notion of democracy, will become increasingly unpopular, even among Sunnis who want the Americans and their allies to quit."
2	"polls—including those planned in Chad, Comoros, the [Democratic Republic of Congo] and Gambia—could be accompanied by violence."
2	The insurgency may mutate from “resistance” against foreigners into something closer to civil war.
2	Mr Bush will not pull out of Iraq suddenly.
2	"Despite the hostility of Iraq's Sunni Arabs to the new constitution, passed (just) in the autumn of 2005, they will start participating more fully in Iraq's democracy, even though many will continue to help the insurgents. "
2	[Taiwan potentially holding a referendum on applying to the UN as Taiwan] This will not lead to war in 2008—China has too much to lose.
2	The result will be a war that will threaten the stability of Ethiopia.
2	"In Iran, faster progress with its nuclear programme could trigger a military strike from [Israel] or America. "
2	"In Iran, faster progress with its nuclear programme could trigger a military strike from Israel or [America]. "
2	"If he calls a parliamentary election in 2007 to strengthen his hand, as seems likely, the Tigers may be even more unwilling to talk peace."
2	An early election is likely.
2	2004 could see the end of President Hugo Chávez and his Bolivarian revolution—if (a big if) the centre-right opposition stays together and avoids mistakes.
2	America surely must keep its troops there [Iraq] throughout 2007
2	The FARC's leaders and Mr Uribe will again try to kill each other.
2	He [Uribe] will hope to secure the disbanding of some right-wing paramilitary groups during 2004. 
2	"as 2006 closed, more than 140,000 American troops remained in the country, battling to quell a worsening sectarian war. This number will not fall much in the first half of 2007, even in the unlikely event that the violence recedes."
2	"Ethiopia will try to use the African Union (based in Addis Ababa) to send a force of peacekeepers into Somalia, including Ugandan and Sudanese troops."
2	"Colombia's Álvaro Uribe, the United States' closest ally in Latin America, looks certain to win a second term now that the way is virtually clear for an incumbent to stand for re-election."
2	It remains quite plausible that America will attempt unilateral military action in 2008
2	"In [Pakistan] and Sri Lanka, there will be war"
2	"In Pakistan and [Sri Lanka], there will be war"
2	"Israel may decide that it must act alone against Iran in 2008, possibly in the hope that its action would trigger a larger American action. "
2	"One of the most critical trends in 2008 will be towards an internationalisation of peacemaking. A permanent group of regional countries will probably shape up, including, controversially, Syria and Iran, as well as Saudi Arabia, Turkey and Jordan."
2	"In Syria, the 41-year-old Bashar Assad, who in 2000 succeeded his father after a 30-year rule, stumbles along, but probably has no more than a couple of years left as leader. "
2	"In Venezuela Hugo Chávez, the self-declared standard-bearer of “21st-century socialism”, will win another term."
2	"in Bangladesh, there will be protests against army-backed rule"
2	The general election that had been planned in Pakistan for January 2008 may be delayed by a year or more. 
2	"[Bangladesh's] technocratic administration, installed by the army in January 2007, promises to hold elections in December 2008. It will break its promise."
2	There is no hope of victory [against the Taliban] in 2008.
2	Violent protests are all but guaranteed.
2	"Ethnic cleansing will continue too, so that formerly mixed areas where Sunnis and Shias once lived together in Baghdad and other big cities, including Mosul, Basra and Kirkuk, will become preserves of one sect or the other. "
2	"Competition to emerge as the leading voice among the Shia Arabs will intensify, sometimes bloodily. A power struggle is almost sure to break out in 2008 between the three main groups: the Dawa party, which has provided the prime minister, Nuri al-Maliki; the Supreme Islamic Iraqi Council (SIIC), hitherto the party closest to Iran; and the group following Muqtada al-Sadr and his Mahdi Army militia, easily Iraq's biggest."
2	"In Costa Rica, Oscar Arias, winner of the Nobel prize for his peace efforts in Central America in the 1980s, will win the presidency again."
2	"Sri Lanka's government, under the populist president, Mahinda Rajapakse, will prosecute a war in 2008 that is partly of its choosing."
2	"Having shelled the Tigers out of another fief, in eastern Sri Lanka, the government will try to conquer the north."
2	"The Kurds will be furious at the postponement in 2007 of a promised referendum on the disputed city and province of Kirkuk. Will they accept yet another postponement in 2008? Grudgingly, perhaps"
2	The constitutional changes will almost certainly include the abolition of presidential term limits and the advent of full presidential control over central-bank reserves and over new local-government bodies.
2	But he [Morales] will face continuing unrest in the more capitalist eastern provinces.
2	"Concertación, the moderate centre-left coalition that has governed the country since the end of General Augusto Pinochet's dictatorship in 1990, may lose power. "
2	Maliki will insist—at any rate before the elections—on a rapid American withdrawal.
2	Iran could conceivably be nuclear-ready in 2009—and (nudging the 20% upper limit of our probability range) Israel might act with military might to forestall the possibility.
2	perhaps 2009 will mark the long-sought peace between Israel and Syria
2	"With good luck, and continued good will by Pakistan's President Asif Ali Zardari, India and Pakistan will be fully reconciled."
2	"With bad luck, of which there is always plenty in the region, [Mr Zardari is ousted] (perhaps by military men sympathetic to Afghanistan's Taliban) and the two countries clash violently yet again over Kashmir."
2	"With bad luck, of which there is always plenty in the region, Mr Zardari is ousted (perhaps by military men sympathetic to Afghanistan's Taliban) and the [two countries clash violently yet again over Kashmir]."
2	"A general election, due by May, will cause uncertainty, and perhaps even unrest."
2	"There is virtually no mass opposition to the regime, and little likelihood of it brewing up in 2009."
2	"Ottón Solís, a dissident social democrat, may come from behind to win a presidential election in February against Laura Chinchilla, the candidate of the ruling social-democratic party of Óscar Arias, the outgoing president."
2	"The chances are good that, as in the previous national elections in 2004, polling will be mostly peaceful and that the overwhelming majority of successful candidates will be committed to a pluralistic Indonesia with freedom of both speech and religion."
2	"There is a better prospect of a settlement in Nagorno-Karabakh, the enclave of Azerbaijan controlled by Armenia since a vicious war in 1994, not least because Turkey and Armenia are moving towards restoring normal relations. But here too the Russians will interfere enough to prevent a deal in 2009."
2	"As unlikely, yet plausible, would be a settlement between Sri Lanka and its Tamil separatists. "
2	the SOFA is likely to name the end of 2011 as the deadline for America's withdrawal
2	Mr Singh swiftly tried to muster support for restoring a peace process between the two rivals [India and Pakistan]—and there is an even chance this will happen in 2010.
2	The election will be marked by fraud and violence.
2	"At last, 35 years after the division of Cyprus into a Turkish-Cypriot north and a (legally recognised) Greek-Cypriot south, there will be a settlement, based on the notion of a bi-communal, bi-zonal federation."
2	"[Al-Qaeda's shrinking Iraqi branch will carry out the occasional mass-casualty suicide attack] [but its pool of recruits will continue to dry up]—unless Mr Maliki, or whoever emerges as Iraq's leader, fails to bring the Sunni tribes and their vigilante groups, which helped America make its “surge” effective in 2007, into Iraq's security web and give them their due spoils of patronage."
2	"[a dangerous period of post-election haggling may ensue, perhaps for three or four months, creating a mood of nervous uncertainty. ] Government may drift, opening a vacuum that violent groups may seek to fill. At this point Mr Maliki may be ousted."
2	"the insurgency will persist, but at a far lower level than in its bloody heyday in 2005 and 2006, when in some months more than 3,000 civilians were being killed. The monthly average death toll in 2010 is likely to be less than a tenth of that."
2	"[Al-Qaeda's shrinking Iraqi branch will carry out the occasional mass-casualty suicide attack] but its pool of recruits will continue to dry up—unless Mr Maliki, or whoever emerges as Iraq's leader, fails to bring the Sunni tribes and their vigilante groups, which helped America make its “surge” effective in 2007, into Iraq's security web and give them their due spoils of patronage."
2	Iraqi forces and leading personalities will be the main targets rather than the Americans
2	"a dangerous period of post-election haggling may ensue, perhaps for three or four months, creating a mood of nervous uncertainty. [Government may drift, opening a vacuum that violent groups may seek to fill. At this point Mr Maliki may be ousted.]"
2	The chances are narrowly in favour of Iran continuing to escape the full military fury of either the Americans or the Israelis
2	"The likeliest scenarios are a worsening Taliban insurgency, exacting a heavy toll in Afghan and Western lives, or a [modest gain for the NATO-led effort.]"
2	the emergence of South Sudan as the world's newest country (number 193 if you count by UN membership) will not spark a new war
2	What happens to the oil money after the referendum on southern independence is open to negotiation. Bad temper and walkouts from the negotiating table are guaranteed; but armed conflict is unlikely.
2	"economic success will propel the mildly Islamist Justice and Development (AK) party, led by Recep Tayyip Erdogan, to yet another election win in the summer of 2011, after those of 2002 and 2007"
2	"The likeliest scenarios are [a worsening Taliban insurgency, exacting a heavy toll in Afghan and Western lives], or a modest gain for the NATO-led effort."
2	"In the coming year, Russia and America will make deeper cuts in their nuclear arsenals."
2	"Some 50,000 American soldiers and airmen will remain tucked away in a dozen or so big bases out of sight of the cities but ready to assist with logistics, intelligence, helicopters and even firepower if the Iraqis need such help—which they will."
2	"American deaths in Iraq, which have steadily fallen from 904 in 2007, 314 in 2008, 149 in 2009 and a projected 70 in 2010, will fall still further, to a low enough figure not to cause awkward protests back home."
2	"Spasms of tension between Kurds and Iraqi Arabs along the partly disputed “trigger line” between their territories will occur, but these will not boil over into all-out warfare."
2	"The election, expected to be won by the ruling People's Democratic Party and President Goodluck Jonathan, will not be fully “free and fair”. "
2	Iraq will firmly eschew the type of clerical rule that prevails under the ayatollahs.
2	They [the Taliban] are unlikely to come to terms with Mr Karzai even if he offers to negotiate.
2	"a military coup, though not inconceivable in the future, is unlikely in 2011."
2	"Despite an astonishing lack of preparation for the referendum, the vote will be a chaotic but resounding “yes” for independence."
2	The Islamist Nahda party will emerge as the largest in parliament but with only around a fifth of the vote.
2	 ...descends further into strife between its clans and regions.
2	The question of how many American troops remain in 2012 and afterwards will contribute to the country's instability
2	... Muqtada al-Sadr and his Shia zealots [will be] endorsing attacks on Americans as his Iranian friends look on with an approving smile
2	"[During 2012 elections,] Kenya may avoid a repeat of the 2008 bloodletting, but not Zimbabwe, where Robert Mugabe's regime is fighting for its life (and wealth)."
2	"[During 2012 elections,] Kenya may avoid a repeat of the 2008 bloodletting, but not Zimbabwe, where Robert Mugabe's regime is fighting for its life (and wealth)."
2	"several hundred more vessels, including oil tankers, will find themselves anchored off Somalia with their crews imprisoned."
2	" President Bashar Assad is unlikely to last the year in office, as the Sunni majority, including senior military men and businessmen, decide that rule by the president's Alawite minority, which makes up about a tenth of the population, cannot be sustained. "
2	A succession crisis may well arise.
2	The regime replacing Muammar Qaddafi may prove fractious and erratic but should manage to stick together.
2	"The army, having allowed the people to choose their representatives by the end of 2011, will step back, though keeping a lot of its privileges, and some Egyptians will look to it to protect a secular way of life, as the army used to do in Turkey."
2	" Islamists, led by the Muslim Brotherhood, will prove the best organised political force in the country, with a quarter or so of the seats in the new parliament."
2	"United Arab Emirates and Qatar, will still keep their people more or less contented with handouts."
2	"Unless action is taken to put it together again, bloodshed is likely, though not a resumption of actual war. "
2	" Ali Abdullah Saleh, who fled to Saudi Arabia in mid-2011 after being wounded in an attack on his palace but returned in September, will fail to re-establish himself "
2	"Although mercenary action is possible, direct foreign military intervention in Somalia in pursuit of pirates is unlikely in 2012"
2	[Zardari's] government may become the country's first democratic government to complete its term.
2	"At least 20,000 American troops can be expected to remain in Iraq after 2011, despite an accord that says they should have left by the end of the year."
2	 Mr Khamenei is likely to stay in ultimate power for a good many years yet.
2	"Also, my worries are that China doesn't know how to slow down — that it's a bicycle economy that falls over if it stops moving forward."
2	"First, it's much, much harder to get actual deflation than simply to have stable prices, so scenario A means much higher unemployment."
2	"Cut off that support, and Greece suffers banking collapse."
2	"Romney: I want to make sure the Federal Reserve focuses on maintaining the monetary stability that leads to a strong dollar and confidence that America is not going to go down the road that other nations have gone down, to their peril."
2	"Basically, we've had multiple years of very low rates, with no hint of a runaway boom or an inflationary takeoff, so any reasonable estimate is going to say that these low, low rates are close to (and maybe above) the natural rate."
2	"My sense is that a lot of what's going on in our ongoing policy disaster is that important people, up to and including the president, just find it implausible that such a big crisis could be essentially a problem of coordination, that it's just magneto trouble whose fix need not, in fact should not, involve inflicting a lot of punishment on working Americans."
2	"The anti-Keynesian proposition is that government spending to boost a depressed economy will fail, because it will lead to an equal or greater fall in private spending — it will crowd out investment and maybe consumption, and therefore accomplish nothing except a shift in who spends."
2	"Update: Also, if you think that US interest rates are being held down by the fact that in some sense the Treasury hasn't had to go to the market lately, since the Fed is buying debt — although the Fed isn't actually buying it direct from Treasury — consider the case of Greeece."
2	"And once you add in debt-constrained players, it's likely that the effect actually goes the other way: a fall in wages worsens debt problems, and so ends up contractionary."
2	"Now, Brad argues that we're going to need even more of this kind of paternalism."
2	"Then again, that's probably why they will never, ever listen to what I have to say."
2	"In fact, a worldwide trade war would, by definition, reduce imports by exactly the same amount that it reduces exports. "
2	"Again, not the thing most people will remember about Romney's speech."
2	"The moral of the Japanese example is that if other countries are managing to achieve a moderately positive rate of inflation, but you have let yourself slip into deflation or even into “lowflation”, you can indeed manage to find yourself in secular stagnation even if the rest of the world offers positive-return investment opportunities."
2	"IS-LM said not, but I was sure that if you really worked it through carefully you could show that, say, doubling the monetary base will always raise prices, even if you're at the zero lower bound."
2	"There are a lot of things about the 2016 election that nobody saw coming, and one of them is that international trade policy is likely to be a major issue in the presidential campaign."
2	"She (yes, it's still overwhelmingly likely to be Hillary Clinton) will, rightly, express skepticism about future trade deals, but she will be able to address the problems of working families without engaging in irresponsible trash talk about the world trade system. "
2	"OK, this is not going to happen — even in the best of circumstances, Syriza is going to be able to get a relaxation of the primary surplus requirement, not complete abrogation."
2	"But of course they're wrong: if Sanders is the nominee, it will take around 30 seconds before Fox News is nonstop coverage of the terrible things he supposedly did when younger."
2	"Since GDP is roughly $15 trillion, this means that you have to raise GDP by $300 billion per year to reduce unemployment by 1 percentage point."
2	"The next thing you know, they'll be bringing back the architects of the Iraq disaster to do it all over again."
2	I can see the case for arguing that it will be nasty.
2	"However, he argues that the large current account surplus of the euro area as a whole is a temporary phenomenon driven by cyclical weakness in the euro periphery, and therefore not likely to be a source of persistent trouble."
2	"A weaker economy will mean lower inflation (or faster deflation), which also tends to raise the debt/GDP ratio."
2	"Central banks and other policy makers will be making a terrible mistake if they look at low, stable inflation and pat themselves on the back for a job well done."
2	"But now we have Mitt Romney declaring his intention to replace Ben Bernanke for, um, pursuing aggressive monetary policy to fight a recession (not aggressive enough, but that's another issue)."
2	"If the situation continues to look like unraveling, I would expect Draghi to say something to reassure the markets that a Greek bank cutoff is not on the table."
2	"Again, not the thing most people will remember about Romney's speech."
2	"As the paper says, Although this effect is not long-lasting and debt eventually declines, it could be an issue if financial markets focus on the short-term behavior of the debt ratio, or if country authorities engage in repeated rounds of tightening in an effort to get the debt ratio to converge to the official target."
2	This has led many to conclude that structural changes have occurred in the labor market and that the economy will not return to the low rates of unemployment that prevailed in the recent past.
2	And since some of the rise in income will be saved – and assuming that investment demand doesn't rise by as much – a sufficiently large rise in GDP can restore equality between desired savings and desired investment at the new interest rate.
2	"As Rudi pointed out, the fall in the interest rate would induce investors to move their money abroad unless they expected the currency to rise."
2	The full list: Oklahoma Arizona Arkansas South Carolina Alabama Mississippi Georgia Texas Louisiana Florida These are places where summer would be really oppressive without air conditioning.
2	"If the initial shock is perceived as permanent, this process should go all the way: the rise in US demand leads to an equal rise in interest rates around the world, and most of the demand shock is effectively diffused abroad."
2	"We might add further that if the Fed can neutralize the supposedly awesome inflationary effect of quantitative easing by paying _ percent interest on reserves, it should be very easy to contain the inflationary threat in future."
2	"And there's more — for example, Ireland went abruptly from having a stable real exchange rate against the UK to having a stable rate against Germany when it joined the European exchange rate mechanism, etc.. Incidentally, I suspect that this evidence is one reason why international macro people have tended to stay more Keynesian than domestic macro people — why those of us who read Obstfeld and Rogoff knew that Ricardian equivalence didn't imply ineffectual fiscal policy, while even Nobel laureates on the domestic macro side were getting it wrong."
2	"There were fears that the Latin debt crisis would take down one or more money center banks — Citi, or Chase, say."
2	"On this view, the fact that the Fed is currently buying some large fraction of debt issuance is irrelevant; interest rates are determined by the willingness at the margin of private investors to hold the existing stock of debt, regardless."
2	"In this world, we'll assume that no real investment is possible, so that loans are made only to finance consumption in excess of income."
2	Mark Thoma and David Altig both react to Arthur Laffer's assertion that the increase in the monetary base presages huge inflation.
2	"Second, we see that investment has, if anything, fallen LESS than you might have expected given the plunge in the economy."
2	"And the Fed is very much thinking about the example of Sweden, which decided to hike rates out of vague concerns about financial stability, only to find itself staring at the very real risk of deflation."
2	And I believe that some day — maybe in the first Chelsea Clinton administration — it will actually happen.
2	"But the bigger question is what happens a year or two after Grexit, where the real risk to the euro is not that Greece will fail but that it will succeed."
2	"And the response of some — only some — Sanders supporters is disappointing, although I guess predictable given that somewhat similar things happened during the 2008 primary."
