label,sentence
0,"Sanders is still a long shot for the nomination, but is a serious enough contender that he deserves some real scrutiny."
0,Two ugly zeroes.
0,"Long rates fluctuated between 4.5 and 5 percent in the mid-2000s, when the economy was driven by an unsustainable housing boom."
0,The risks tilt heavility toward inflation rates below official targets.
0,The good news is that there was a real policy debate going on within the G.O.P. last week.
0,Big tax cuts tilted toward the 1 percent were George W. Bush's signature domestic achievement.
1,"The whole single currency project was flawed from the start, and will keep generating new crises even if Europe somehow gets through this one."
0,Relatively informal summary at VoxEU.
0,Not quite.
0,"Events since then have, as I see it, been a huge vindication for the IS-LM types ‰ÛÒ despite some headline inflation driven by commodity prices ‰ÛÒ and a huge failure for the soaring-rates-and-inflation crowd."
1,"And this will be destructive; not only will output be below potential, but depressed incomes and deflation will make it harder for the Sams to pay down their debt."
0,What's wrong with this picture?
0,"I continue to be amazed by how many people regard debt relief and devaluation as wild-eyed radical ideas; of course, it matters most that so many influential people in Europe share this ignorance."
0,"But along the way there were deep recessions and soaring unemployment, which went on much longer than you could justify with any plausible story about the monetary shock being unanticipated."
0,"The point, of course, is that your personal incredulity counts for nothing."
0,"So why not forget about open-market operations, and just drop the stuff from helicopters?"
0,"Over at the Economix blog, Binyamin Appelbaum has a post about Stan Fischer's role in the early development of New Keynesian macroeconomics."
0,What needed correcting?
0,My column and Bernie Sanders' plan crossed in the mail.
0,But there's another important factor.
0,"Consider the case of Israel, which in the face of the economic crisis engaged in massive foreign currency intervention to weaken the shekel."
1,"This clearly implies a lower future tax burden than $100 billion a year forever, and therefore implies a fall in consumer spending of less than $100 billion per year."
0,Did I mention that Mr. Trump wants to see rates rise? 
0,Think about it this way.
1,The Fed should not be fighting against inflation until it sees the whites of its eyes.‰Ûù And I mean exactly: Don't tighten until you see the whites of inflation's eyes ‰ÛÓ and at this point there is absolutely zero sign that inflation is nigh.
1,"Jeb Bush is not going to be the Republican nominee, so it's somewhat unfortunate that the invaluable Tax Policy Center chose to make his proposals the subject of its first analysis of candidate tax plans."
0,"If Grexit happens, then what?"
0,"Fair enough ‰ÛÓ but what fitness devices do, at least for me, is make it harder to lie to myself."
0,So there you have it.
0,Still in jet-lag city.
1,"Ezra Klein directs us to the latest from the Kaiser Family Foundation, which asks what the average Obamacare 2015 premium increase will be for those places for which we have full information ‰ÛÓ and finds that premiums will actually decline slightly."
0,"Ezra tries to get us to appreciate just how good the Obamacare news has been with a thought experiment: Imagine taking a time machine back to 2010 and telling Republicans in Congress, who were arguing that the CBO was wildly underestimating Obamacare's cost, that the law would be cheaper than predicted and, at least in the states that accepted its Medicaid dollars, cover more people than the Congressional Budget Office thought."
0,"After the laughing and mocking and the calling of security, let's say you offered this prediction in the form a of a bet."
0,What odds do you think Obamacare's critics would have offered?
0,2:1?
0,5:1?
0,10:1?
0,But you don't have to go back to 2010.
0,"Look at John Cochrane in late 2013, taking it for granted that Obamacare would implode in a death spiral within a few months."
1,"Look at The Hill just four months ago, telling us that double-digit premium hikes were coming."
0,"One question we might ask here is, why is the news so good?"
1,"The answer, I'd suggest ‰ÛÓ although I hope the real experts will weigh in ‰ÛÓ is that we're actually seeing the opposite of a death spiral; call it a life spiral."
1,"For one thing, the huge surge in enrollments late in the day meant that the risk pool this year is better than insurers expected, and they now expect 2015 to be better still."
0,"Also, importantly, big enrollments mean that more insurers are entering the market, increasing competition."
1,"And, of course, the better the deal the more people will sign up: success feeds success."
0,Another question we might ask: Is our conservatives learning?
0,"Are those who bought into the death spiral stories, who seized on every hint of bad news, asking themselves how they got it so wrong?"
0,"Are they, maybe, considering the possibility that they're listening to the wrong people, that maybe Jon Gruber knows what he's talking about and John Goodman is a hack?"
0,Hahahaha.
0,"Vox has a great explanation of the Roman Empire in 40 maps (not all of them maps, really, but close enough); I love this sort of stuff."
0,"A small niggle: nobody now thinks that quinqueremes had five banks of oars, which would be unwieldy to say the least; even rowing a trireme is really hard."
0,"Probably there were only one or two banks, with multiple rowers per oar."
0,"Anyway, great stuff; I really liked map 2, which gave me a much better appreciation for how big the empire was."
0,"While I'm at it, let me put in a plug for Peter Temin's lovely book on the Roman economy."
0,Much more fun than thinking about European stagnation.
0,"Ebook, actually: the invaluable VoxEU has a new ebook with contributions from a lot of good people ‰ÛÓ and also one from me ‰ÛÓ which is must-reading for anyone trying to keep up with current debates about our economic prospects."
0,"For those new to or confused by the term, secular stagnation is the claim that underlying changes in the economy, such as slowing growth in the working-age population, have made episodes like the past five years in Europe and the US, and the last 20 years in Japan, likely to happen often."
1,"That is, we will often find ourselves facing persistent shortfalls of demand, which can't be overcome even with near-zero interest rates."
0,"Secular stagnation is not the same thing as the argument, associated in particular with Bob Gordon (who's also in the book), that the growth of economic potential is slowing, although slowing potential might contribute to secular stagnation by reducing investment demand."
0,"It's a demand-side, not a supply-side concept."
0,And it has some seriously unconventional implications for policy.
0,"Anyway, go thou and download."
0,You need to read this.
0,Robert Draper's long magazine piece about the possibility of a ‰ÛÏlibertarian moment‰Ûù has drawn a fair bit of commentary; much of it involves questioning the supposed polling evidence.
0,"As Jonathan Chait points out, independent polling ‰ÛÓ as opposed to surveys conducted by libertarians seeking to boost their own profile ‰ÛÓ suggests that young Americans are actually much more pro-government than their elders."
0,"They may look relatively kindly on anti-war libertarians, but they really don't support the policy agenda."
0,"But there's what I would consider an even bigger problem: when it comes to substance, libertarians are living in a fantasy world."
0,Often that's quite literally true: Paul Ryan thinks that we're living in an Ayn Rand novel.
0,"More to the point, however, the libertarian vision of the society we actually have bears little resemblance to reality."
0,Mike Konczal takes on a specific example: the currently trendy idea among libertarians that we can make things much better by replacing the welfare state with a basic guaranteed income.
0,"As Mike says, this notion rests on the belief that the welfare state is a crazily complicated mess of inefficient programs, and that simplification would save enough money to pay for universal grants that are neither means-tested nor conditional on misfortune."
0,But the reality is nothing like that.
0,"The great bulk of welfare-state spending comes from a handful of major programs, and these programs are fairly efficient, with low administrative costs."
0,"Actually, the cost of bureaucracy is in general vastly overestimated."
0,"Compensation of workers accounts for only around 6 percent of non defense federal spending, and only a fraction of that compensation goes to people you could reasonably call bureaucrats."
0,"And what Konczal says about welfare is also true, although harder to quantify, for regulation."
1,For sure there are wasteful and unnecessary government regulations ‰ÛÓ but not nearly as many as libertarians want to believe.
0,"When, for example, meddling bureaucrats tell you what you can and can't have in your dishwashing detergent, it turns out that there's a very good reason."
0,America in 2014 is not India under the License Raj.
0,"In other words, libertarianism is a crusade against problems we don't have, or at least not to the extent the libertarians want to imagine."
0,"Nowhere is this better illustrated than in the case of monetary policy, where many libertarians are determined to stop the Fed from irresponsible money-printing ‰ÛÓ which is not, in fact, something it's doing."
0,And what all this means in turn is that libertarianism does not offer a workable policy agenda.
0,"I don't mean that I dislike the agenda, which is a separate issue; I mean that if we should somehow end up with libertarian government, it would quickly find itself unable to fulfill any of its promises."
0,"So no, we aren't about to have a libertarian moment."
0,And that's a good thing.
0,Thomas Palley argues that mainstream macroeconomists have been looking in all the wrong places for an explanation of the stickiness of inflation in the face of high unemployment; what they should do is consider the old Tobin approach that combines multiple sectors (so that some workers have rising wages even in an economy that's depressed on average) with downward nominal wage rigidity.
0,"OK, I guess I'm a bit puzzled."
0,I very much agree with Palley that Tobin's approach does a lot to help explain what we're seeing; but I don't know why he thinks this is such a radical notion.
0,"I've been telling more or less the same story for a while, explicitly name-checking Tobin; and the formal modeling of Daly and Hobijn (pdf), which I've cited several times, declared in its first paragraph that it's building on Tobin's insights."
1,"There are slight echoes here of an earlier exchange in which Palley made other declarations about insights that New Keynesians have supposedly abandoned, which was odd because those very insights feature in a number of models."
0,"But no matter: I do believe that Palley is on the right track here, because it's pretty much the same track a number of us have been following for the past few years."
0,"In a previous post I mentioned, sort of in passing, that recent data actually look like an old-fashioned pre-accelerationist Phillips curve ‰ÛÓ that is, unemployment determines the inflation rate, not the rate of change of the inflation rate."
0,Where did this assertion come from?
0,"There seems to be one of these funny situations right now where people who don't work on such issues consider this a wild and crazy, or maybe just silly assertion, while those actually doing serious empirical work treat it as a matter of course."
0,Here's what you see if you look at US data: But is that just me?
0,No.
0,Consider two recent studies on unemployment and inflation.
0,"First, there's Michael Kiley (pdf), who had the very good idea of adding power by estimating the relationship across a number of metropolitan areas."
0,"You need to read it carefully, but it turns out that his Phillips curve is non-accelerationist for the past 15 years: We estimate equation 2 over two sample periods (as in our national es- timates), 1985-2013 and 1998-2013."
0,"For the 1985-2013 sample, we proxy expected inflation with a region-specific intercept and the national measure of long-run expected inflation from the Survey of Professional forecasters used in our national regression; for the 1998-2013 sample, region fixed ef- fects are used to proxy for expected inflation (because, as in the national regressions presented earlier, the survey measure of expected inflation is es- sentially constant over the 1998-2013 period)."
0,"Then there's the new post by Klitgaard and Peck at Liberty Street, which essentially does a similar exercise for eurozone countries."
0,"Their results look like this: That's a relationship between the change in unemployment and the change in inflation, equivalent to a relationship between the level of unemployment and the level of inflation ‰ÛÓ i.e., an old-fashioned Phillips curve."
0,I'm not saying that this is a fundamental truth.
0,All I'm saying is that people trying to fit recent data keep finding something that looks like the old-fashioned relationship.
0,"You can offer various explanations ‰ÛÓ downward wage rigidity, anchored expectations, or maybe it just isn't worth adjusting price-setting to match fairly small variations in expected inflation."
0,"But anyway, that's what the data look like."
0,"Danny Vinik says that the ‰ÛÏreform conservatives‰Ûù may have decided to stop supporting Paul Ryan, which he says may pose a problem for the GOP's erstwhile intellectual leader: Ryan has long had passionate supporters among conservative intellectuals."
0,"Whenever Paul Krugman called Ryan ‰ÛÏunserious,‰Ûù they were often there to defend him."
0,But Ryan is walking into a fight where he may not have the support from a large swath of conservative wonks‰ÛÓand that could put his carefully crafted reputation at risk.
0,"But, you know, I didn't just call Ryan unserious; I showed that he was unserious."
0,It has been obvious since his first budget ‰ÛÏplan‰Ûù that he was just pretending to be a budget wonk; look even briefly at anything he has put out and it turns out to depend crucially on magic asterisks.
0,"Strip those out and he turns out to combine huge tax cuts for the rich with savage but smaller cuts in aid to the poor and the middle class, increasing inequality while worsening the deficit."
0,"So Ryan wasn't just a fake wonk, but an obviously fake wonk."
0,And what does that say about the supposed wonks who passionately defended him?
0,I've been writing a lot lately about the continuing influence of inflation hysterics despite their awesome wrongness over the past five-plus years.
0,One question that naturally arises is whose interests are served by this unjustified influence.
0,You don't want to be too crude about it.
0,"I don't think there are a lot of clear-headed hard-money types who secretly admit to themselves that their models have failed and that the policies they advocate could mire the economy in a permanent slump, but nonetheless say what will support their class interests."
0,"Instead, interests feed ideology, and the ideologues may then be sorta-kinda sincere in their beliefs."
0,"Still, it is worth asking who benefits from low inflation or deflation, and from higher interest rates."
0,"And the answer, basically, is rich old men."
0,"On the rich part: Using SIPP data, we can look at the comparison between financial assets and debt by household net worth: Only the top end have more financial assets (as opposed to real assets like housing) than they have nominal debt; so they're much more likely to be hurt by mild inflation and be helped by deflation than the rest."
0,"Now, it's true that some of these financial assets are stocks, which are claims on real assets."
0,"If we only look at interest-bearing assets, even the top group has more liabilities than assets: But the SIPP top isn't very high; in 2007 you needed a net worth of more than $8 million just to be in the top 1 percent."
0,"And since the ratio of interest-bearing assets to debt is clearly rising with wealth, we can be sure that the truly wealthy are indeed in the category where they have more to lose than to gain by a rise in the price level."
1,"I won't give a chart by age, but it's also clearly true that the elderly rich are especially likely to own lots of bonds and not have much debt."
0,But what about the people I keep hearing about ‰ÛÓ struggling middle-class retirees living on the interest on their CDs?
0,"Well, they exist, but there aren't many of them and they're less middle-class than you think."
0,"Basically, inflation redistributes wealth down the scale of both wealth and age, while deflation does the reverse."
0,And therein lies the deep explanation for inflation hysteria.
0,"The Fed's efforts to boost the economy haven't had the disastrous effects the usual suspects predicted, but it's nonetheless true that this is no policy for rich old men (ROMs?)."
0,"And playing to the paranoia of the ROMs is basically what the WSJ editorial page, Fox News, etc."
0,is all about.
0,"Danny Vinik notes that ‰ÛÏreform conservatives‰Ûù, who are trying either to rescue the right from its intellectual torpor or to provide cover for its fundamental anti-intellectualism ‰ÛÓ your choice ‰ÛÓ have gotten a fair bit of lip service for some of their ideas, but none at all for one key proposal: activist monetary policy to assure full employment."
0,This was predictable.
0,"The neomonetarist movement starts from an acknowledgement of reality: shortfalls of aggregate demand do happen, and they do matter, and we need an answer."
0,"Like the original monetarists, however, they reject any government role in the form of discretionary fiscal policy."
0,"Instead, they argue that the Fed and its counterparts can do the job all on their own if they really want to."
1,"I don't buy this on the economics; to do what's needed central banks either have to take on a lot of risk, which is in effect a form of fiscal policy, or change inflation expectations, which is far beyond conventional monetary policy."
0,But we don't need to hash this out here.
0,The more important point is that the neomonetarists are deluded in imagining that there is any constituency for their ideas in the modern conservative movement.
0,Remember what happened when the Fed began a partial move toward the kind of policy they want: practically the whole Republican establishment began screaming at Ben Bernanke that he was debasing the currency.
0,And surely you don't think that the failure of inflation to materialize has changed their minds.
0,And underlying this total opposition to monetary expansion lie two deep forces.
0,"First, much of the right is thoroughly committed to the view that bad things only happen because of the government, that the private sector will never have problems if it has low taxes and the security of the gold standard."
0,Paul Ryan is effectively the intellectual leader of the GOP ‰ÛÓ and he gets his monetary economics from characters in Ayn Rand novels.
0,"Moreover, the Kalecki argument about why business interests oppose activist fiscal policy applies to monetary policy too."
1,"If ‰ÛÏcaptains of industry‰Ûù want the body politic to believe that prosperity depends on their ‰ÛÏconfidence‰Ûù ‰ÛÓ so that any criticism leads to depression ‰ÛÓ they're going to hate monetarism as much as they hate Keynesianism, because both imply that full employment depends on policy, not their hurt feelings."
0,So there's really no constituency for neomonetarism.
0,"Milton Friedman would be an isolated outcast in today's conservative movement, and his would-be successors have no home."
0,"Ah ‰ÛÓ so we learn that Ezra Klein's Vox is under attack ‰ÛÓ as is the current Democratic agenda ‰ÛÓ because it's ‰ÛÏtired‰Ûù, recycling ideas from the 60s and even earlier."
0,Indeed.
0,You know what else is tired?
0,"The whole engineering agenda, which keeps recycling old ideas like conservation of energy and mass."
0,"The point, of course, is that attacking ideas simply because they've been around for a long time is an act of deep intellectual laziness."
0,What matters is whether the ideas work; clinging to old ideas only becomes a problem if you refuse to change in the face of contrary evidence.
0,"Yes, liberals call for progressive taxation and redistribution to limit inequality and reduce poverty; these aren't new ideas, but they are ideas that work."
0,"Conservatives cling to supply-side economics, which is also an old idea ‰ÛÓ but the problem is that it's an idea that keeps failing, but they refuse to accept that reality."
0,A case in point: remember the attempt to privatize Social Security in 2005?
0,"A fair number of allegedly liberal commentators supported that effort, on the grounds that we needed new structures for the information age, or something."
0,"In fact, a simple defined-benefit program makes even more sense in an unstable economic landscape."
0,The age of the idea is neither here nor there.
0,"And sometimes old ideas that have for whatever reason fallen out of the discourse can actually be liberating, even revolutionary ‰ÛÓ which is why Mark Thoma's classic remark that ‰ÛÏnew economic thinking means reading old books‰Ûù was so on the mark."
0,"The liquidity trap is an old idea, going back in essentially its modern form to Hicks 1937, yet people who understood it came across as radicals after 2008 ‰ÛÓ and were right."
0,"So yes, the liberal agenda these days involves a lot of harking back to old concepts ‰ÛÓ concepts that were largely abandoned during the era of right-wing ascendancy."
0,"But those old concepts worked, whereas the ‰ÛÏnew‰Ûù (now themselves quite old) ideas didn't."
0,Back to the future!
0,Sorry about two-day silence ‰ÛÓ busy with real life and various obligations.
1,"Resurfacing, I find that I have confused Ryan Avent by asserting that the United States is lousy at exporting."
0,Mea culpa ‰ÛÓ I didn't explain my criteria.
0,But we are indeed lousy.
0,"As Avent says, you can't assess our export competence by looking at our trade balance ‰ÛÓ the trade balance is a macroeconomic phenomenon, determined by the excess of savings over investment."
0,"What you can look at, however, is the real exchange rate ‰ÛÓ and, in particular, the relative unit labor cost ‰ÛÓ at which a given trade balance is achieved."
0,"And what you see here is that the U.S. consistently does well on international productivity comparisons, including those limited to manufacturing; and it also pays manufacturing workers less than many other advanced countries, as I showed in the previous post."
1,So you would expect U.S. manufacturing to be super-competitive on world markets (or you would expect the dollar to rise so that our trade deficit occurs via high labor costs).
0,You don't.
0,"And this situation, where U.S. manufacturing looks very competitive by the numbers but doesn't seem that way when you look at trade flows, has persisted for decades."
0,I remember talking about it with Rudi Dornbusch when I was in graduate school!
0,"Just to be clear, this isn't a major problem for the U.S. economy."
0,"If we were better at exporting we'd have better terms of trade, and slightly higher real income, but we're not talking about large numbers."
0,But it is a puzzle.
0,Jill Lepore has a great article in the New Yorker debunking the hyping of ‰ÛÏdisruptive innovation‰Ûù as the key to success in business and everything else.
0,"It's not a bah-humbug piece; it is instead a careful takedown, in which she goes back to the case studies supposedly showing the overwhelming importance of upstart innovators, and shows that what actually happened didn't fit the script."
0,"Specifically, many of the ‰ÛÏupstarts‰Ûù were actually long-established firms, and more often than not the big payoffs went not to disruptive innovators but to firms that focused on incremental change and ordinary forms of efficiency and quality."
0,Andrew Leonard reports that Silicon Valley types are not pleased.
0,You can understand why.
0,"But their annoyance also tells you why the whole disruptive innovation thing took off: it glamorizes business, it lets nerdy guys come across as bold heroes."
0,"The same impulse, I think, is why Schumpeter gets cited so much."
0,"If you read his stuff directly, it's interesting, I guess, although his attempts to explain the business cycle were a waste of good paper."
0,"But it's that glamorizing phrase ‰ÛÏcreative destruction‰Ûù that did it, because it's so flattering to the big money (and excuses a lot of suffering, too)."
0,Lepore tells us that innovation became a popular buzzword in the 1990s.
0,"I guess I thought it came much earlier ‰ÛÓ I wrote about product-cycle models of trade back in the 1970s, and even then I was formalizing a much older literature."
1,"And in trade, as in business competition, it's far from clear that the big rewards go to those who trash the past and invent new stuff."
0,What's the most remarkable export success story out there?
1,"Surely it's Germany, which manages to be an export powerhouse despite very high labor costs."
0,How do the Germans do it?
0,"Not by constantly coming out with revolutionary new products, but by producing very high quality goods for which people are willing to pay premium prices."
0,So here's a revolutionary thought: maybe we need to do less disruption and put more effort into doing whatever we do well.
0,1
0,How can we incentivize students to stop using ‰ÛÏimpact‰Ûù as a verb?
0,2
0,How can we impact their writing in a way that stops them from using the word ‰ÛÏincentivize‰Ûù?
0,3
0,"Can we make it a principal principle of writing that ‰ÛÏprinciple‰Ûù and ‰ÛÏprincipal‰Ûù mean different things, and you have to know which is which?"
0,That is all.
0,"Most discussion about the possibility of secular stagnation has focused on US data, partly because most of the new secular stagnationists are American, partly because the data are easier to work with."
0,"But as Izabella Kaminska and James Mackintosh point out, the euro area seems closer to Japanification than the US."
1,So are there structural changes in Europe that arguably will lead to persistently lower demand unless offset by policy?
0,Indeed there are.
0,"Start with demography: a falling rate of growth in the working-age population leads, other things equal, to lower investment as a share of GDP, because there is less need to equip workers with new factories, office buildings, houses, etc."
0,"And if we look at working-age population for the US, the euro area (EA), and Japan we see that Europe is now where Japan was around 1998, when I and other Japan worriers started talking in earnest about liquidity traps: Add to this the end of ever-increasing leverage."
1,"In the US we focus on how ever-growing household debt was a major source of demand before 2008, which won't come back; in Europe much the same was going on, but it also makes sense to focus on a different measure, large capital flows to peripheral countries, which won't come back even if the woes of austerity abate."
1,"And these flows were a big part of overall European demand before the crisis: So with a shrinking working-age population and without the boost to demand caused by the capital-flow bubble, Europe is extremely likely to have a significantly lower natural real rate of interest heading forward than it had in the past."
0,"This in turn suggests that it's a really really bad idea to let inflation drift down, whether or not it turns into outright deflation."
0,"Ambrose Evans-Pritchard draws our attention to a speech by Jaime Caruana, General Manager of the Bank for International Settlements."
0,It is indeed a quite remarkable speech ‰ÛÓ and I mean that in the worst way; it's a perfect illustration of the way permahawks keep finding new arguments for their never-changing demand that we raise interest rates now now now.
0,Some background: the BIS has spent almost the whole period since the financial crisis struck calling for tighter money.
0,"Oddly, however, it keeps changing its justifications for that call."
0,At first it was dire warnings of inflation just around the corner.
0,Then it was financial instability.
0,"Now, with low inflation and possible deflation a growing concern, Mr. Caruana argues that (a) deflation is not so bad (b) we're in a balance sheet slump, and that means loose money is bad."
0,"On the first point, isn't it quite remarkable how the BIS has slid from warning about inflation ‰ÛÓ and dismissing concerns about deflation ‰ÛÓ to saying that deflation is OK?"
0,"Beyond that, the main case for arguing that deflation is OK is economic growth during the late 19th century."
0,Is that really a good model?
0,"Just to take the most obvious point: the late 19th century was marked by rapid population growth in the ‰ÛÏzones of recent settlement‰Ûù (basically places where Europeans were moving in, displacing or wiping out the locals)."
0,"In the United States, population grew 2 percent a year from 1880-1910, sustaining high investment demand."
0,And the zones of recent settlement also offered an outlet for very large capital outflows from Europe.
0,"In other words, the global situation was conducive to a high natural real rate of interest, making mild deflation much more sustainable than in today's world."
1,I'll probably want to write more about Gilded Age deflation.
0,"But for now, let me turn to the balance-sheet thing."
1,"Mr. Caruana draws a distinction between the view that we're suffering from inadequate aggregate demand, and what he claims is a contrasting view that the problem is too much debt; and he claims that the excess debt/balance sheet approach implies that expansionary monetary policy is unhelpful and counterproductive."
0,And I wonder what on earth he's talking about.
0,It's true that balance-sheet considerations were underemphasized in macroeconomics until recently.
0,"But it's not too hard to put them into a more or less New Keynesian model ‰ÛÓ see, in particular (ahem) Eggertsson and Krugman (pdf)."
0,"And what this analysis tells you is that expansionary monetary policy is more, not less, helpful than a model without balance-sheet effects would suggest, because high income and prices reduce the burden of debt."
0,"And conversely, deflation is much worse in a debt-laden world than without, again because of its effect on the real burden."
0,You don't have to take my word for it ‰ÛÓ read Irving Fisher from 1933!
0,So how does the balance-sheet story turn into a case for tight money?
0,I have no idea ‰ÛÓ there's certainly no clear explanation in the Caruana speech.
0,By all means let's talk about balance-sheet effects.
0,"But is it really too much to demand a model, or at least a carefully spelled-out mechanism?"
0,Right now it looks as if the BIS is claiming that balance sheets make the case for tight money because in Basel everything makes the case for tight money.
0,"America, it goes without saying, has a powerful, crazy right wing."
0,"There's nothing equivalent on the left ‰ÛÓ yes, there are individual crazy leftists, but nothing like the organized, lavishly financed madness on the right."
0,But centrists have a very hard time acknowledging this asymmetry; they love to assert that both sides are equally wrong ‰ÛÓ and often seem to feel the need to invent extreme positions when they don't actually exist.
0,Which brings me to this critical piece by Chris House.
0,"A while back House declared that both Ed Prescott and yours truly say crazy things; when asked for an example of me saying something remotely equivalent to something like Prescott's declaration that there is no evidence that Fed policy matters, he never did answer."
0,Now House takes me and Noah Smith to task for preaching to the left-wing echo chamber in what we wrote about the Tom Sargent speech that's making the rounds.
0,"And once again I have to wonder whether he actually read what I wrote, or simply assumed that it must be over the top."
0,"First, House apparently missed the fact that I was explicitly not attacking Sargent; instead, I was questioning the efforts of people at AEI to promote a speech given in 2007, before the financial crisis, as the essence of wisdom in a world suffering a prolonged slump."
0,"Second, House criticizes me for questioning the tradeoff between inequality and growth ‰ÛÓ but without quoting what I actually said."
0,"Here it is: So, about the not so time-dependent points: Sargent declared as a principle, ‰ÛÏThere are tradeoffs between equality and efficiency.‰Ûù Well, every economist would agree that Cuban-type equality is bad for efficiency."
0,But would reducing our current level of inequality reduce efficiency?
0,That's far from clear: there are a number of reasons to believe that high levels of inequality have adverse effects on economic growth ‰ÛÒ and evidence to that effect is coming not from fringe leftists but from places like the IMF.
0,"That seems pretty qualified to me ‰ÛÓ not a general assertion that there is never a tradeoff, but a suggestion that at current levels of inequality the tradeoff isn't clear, backed by a link to serious research."
0,What should I have said?
0,Must one refuse to mention IMF research because it might reverberate in the echo chamber?
0,"If you ask me, the real echo chamber here is the centrist echo chamber ‰ÛÓ and yes, it exists."
0,"In this chamber everyone knows that people like me are just as bad as the crazies on the right, and they know it because everyone says it."
0,But where is the evidence?
0,"I happened to notice Greg Mankiw citing some bogus claims that the one percent is an ever-changing group, not a persistent elite, and I thought ‰ÛÏWait ‰ÛÓ didn't we deal with that one long ago?‰Ûù And that brought to mind the piece I wrote for the American Prospect 22 years ago, ‰ÛÏThe rich, the right, and the facts.‰Ûù (It doesn't say this on the Prospect site, but it was indeed published in 1992)."
0,See the section on income mobility.
0,The truth is that inequality denial is largely a crusade of cockroaches ‰ÛÓ the same bad arguments just keep coming back.
0,"Oh, and I do think that my old piece looks surprisingly contemporary."
0,"In particular, I was focused on the one percent even then."
0,"I'm a little late to this, but there's lately been some buzz about the unearthing of Tom Sargent's 2007 graduation speech, in which he briefly laid out 12 principles of economics."
0,For the most part the speech is getting favorable attention.
0,So let me be a spoilsport.
0,"It's not so much that what Sargent said is wrong, although some of his principles are by no means universally agreed upon, even in normal times."
0,What's so striking about Sargent's points is that it's hard to think of a worse time to cite them.
0,And the people citing that old speech clearly have ulterior motives.
0,"So, about the not so time-dependent points: Sargent declared as a principle, ‰ÛÏThere are tradeoffs between equality and efficiency.‰Ûù Well, every economist would agree that Cuban-type equality is bad for efficiency."
0,But would reducing our current level of inequality reduce efficiency?
0,That's far from clear: there are a number of reasons to believe that high levels of inequality have adverse effects on economic growth ‰ÛÒ and evidence to that effect is coming not from fringe leftists but from places like the IMF.
0,"The main point, however, is that Sargent's principles aren't actually immutable truths; they're statements about a fairly efficient market economy not too far from full employment."
0,"Even leaving general issues of market failure aside, they seem remarkably off-point in an economy still suffering from high unemployment and excess desired savings (as evidenced by the fact that interest rates are at the zero lower bound)."
0,"So when Sargent reminds us that communities face trade-offs, that's much less clear at a time when the community is not at all like an individual ‰ÛÒ in which there are substantial amounts of unemployed resources, and putting those resources to work would be pure gain, not a tradeoff."
0,"And then he tells us this: When a government spends, its citizens eventually pay, either today or tomorrow, either through explicit taxes or implicit ones like inflation."
1,There are very good reasons to believe that this is just wrong under current conditions.
0,"There's overwhelming evidence that in an economy against the zero lower bound government spending has a large, positive multiplier, so the goods the government buys don't come at the expense of other consumption or investment; and there's a reasonable argument to the effect that even in purely fiscal terms spending more than pays for itself."
0,"Now, when Sargent gave that speech ‰ÛÒ before the financial crisis ‰ÛÒ he could reasonably have imagined that conditions under which his eternal truths weren't true would be rare."
1,"But at this point we've been against the zero lower bound for more than five years, and we're talking seriously about the possibility that depression-like conditions are the new normal."
0,So why the sudden attention to Sargent's 2007 speech?
